,author,content,probs
19512,sandor,Except this one here. I'll only gut one of them.,"[[0.00612676 0.00741885 0.0094272  0.03890671 0.01337248 0.00439908
  0.92034894]]"
19513,beric,No.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19514,sandor,I'll chop off one hand.,"[[0.00434307 0.00524994 0.00613914 0.02202849 0.0088321  0.00251739
  0.9508899 ]]"
19515,beric,We gave you two of the three out of respect for your loss. That's generous.,"[[2.8274432e-01 2.9841748e-01 1.2719855e-01 2.7462244e-02 2.5658551e-01
  7.4329018e-03 1.5894210e-04]]"
19516,sandor,Bunch of nancies.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19517,sandor,There was a time I would have killed all seven of you just to gut these three.,"[[0.00111727 0.00143876 0.00287797 0.02098948 0.00366631 0.00156029
  0.96834993]]"
19518,thoros,"You're getting old, Clegane.","[[0.06368048 0.06894283 0.03484247 0.03806091 0.05976518 0.00969286
  0.7250153 ]]"
19519,sandor,He's not.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19520,lem,Please don't. I'll give you anything.,"[[0.02508514 0.02817559 0.01831581 0.02963484 0.0299509  0.00568136
  0.86315644]]"
19521,sandor,Got anything to eat?,"[[0.02231441 0.02519069 0.01702148 0.02920305 0.02762989 0.00539381
  0.8732466 ]]"
19522,thoros,Enjoying yourself?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19523,sandor,I prefer chicken.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19524,beric,You ought to join us. We could use you.,"[[0.00324092 0.0039665  0.00513141 0.02105968 0.00721815 0.00220836
  0.957175  ]]"
19525,sandor,I tried joining. Didn't work out for me.,"[[0.04129251 0.04560822 0.02669368 0.03668043 0.04453246 0.00803896
  0.7971537 ]]"
19526,thoros,"Clegane, we're here for a reason. The Lord of Light is keeping Beric alive for a reason. He gave a failed, drunk priest the power to bring him back for a reason. We are part of something larger than ourselves.","[[5.5946014e-04 7.7195559e-04 2.9985425e-03 5.2203652e-02 3.2914272e-03
  2.5103507e-03 9.3766457e-01]]"
19527,sandor,Lots of horrible shit in this world gets done for something larger than ourselves.,"[[0.13748501 0.14936678 0.105786   0.18836573 0.169431   0.04924631
  0.20031911]]"
19528,beric,Cold winds are rising in the North.,"[[0.22062205 0.22857524 0.10926826 0.10521166 0.18755125 0.03997745
  0.10879407]]"
19529,sandor,And you're going to go stop them?,"[[0.06368048 0.06894283 0.03484247 0.03806091 0.05976518 0.00969286
  0.7250153 ]]"
19530,beric,We need good men to help us.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19531,sandor,"Last time you saw me, you wanted to execute me.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19532,beric,True enough. But the Lord of Light gave you the power to defeat me. Why?,"[[0.13580361 0.14781472 0.1125343  0.22404474 0.17773636 0.05770586
  0.1443604 ]]"
19533,sandor,"I beat you because I'm better than you, Beric. I was better than you before you started yammering on about the Lord and I'm better than you now.","[[0.15983216 0.1797451  0.15505306 0.19951475 0.26254112 0.03905921
  0.00425455]]"
19534,beric,"Aye, you're probably right. You're a fighter. You were born a fighter. You walked away from the fight. How did that go? Good and bad, young and old, the things we're fighting will destroy them all alike. You can still help a lot more than you've harmed Clegane, it's not too late for you.","[[0.21588233 0.23691376 0.15010276 0.09620574 0.27784848 0.02179574
  0.00125124]]"
19535,arya stark,Lady Crane?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19536,waif,"If you'd have done your job, she would have died painlessly.","[[0.0059959  0.00714272 0.00738412 0.02243273 0.01091599 0.00283788
  0.9432906 ]]"
19537,waif,Instead…,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19538,waif,The Many-Faced God was promised a name. He must always receive what is his. You can't change that. I can't change that. No one can. And now he's been promised another name.,"[[3.5328841e-01 3.4747458e-01 1.2123025e-01 2.4096058e-03 1.7444471e-01
  1.1459531e-03 6.5876338e-06]]"
19539,waif,It will all be over soon. On your knees or on your feet?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19540,waif,Haven't we been through this already? That won't help you.,"[[4.03664708e-01 3.74950290e-01 1.17604345e-01 3.27748101e-04
  1.03003815e-01 4.46600083e-04 2.56376575e-06]]"
19541,arya stark,You told her to kill me.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19542,jaqen hghar,Yes. But here you are. And there she is.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19543,jaqen hghar,Finally a girl is no one.,"[[0.1813644  0.19964826 0.15145989 0.1662766  0.25862807 0.0382759
  0.0043468 ]]"
19544,arya stark,A girl is Arya Stark of Winterfell and I'm going home.,"[[0.00266954 0.00330864 0.00483565 0.02354144 0.00662627 0.00226017
  0.9567583 ]]"
19545,tyrion lannister,"Despite appearances, I think you'll find the city's on the rise.","[[0.02903393 0.03265768 0.02210293 0.03800836 0.03590963 0.00730993
  0.83497757]]"
19546,tyrion lannister,Perhaps we should take shelter.,"[[0.02724522 0.03049049 0.01928397 0.02990479 0.0316938  0.00588936
  0.85549235]]"
19547,daenerys targaryen,The city is on the rise?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19548,tyrion lannister,Meereen is strong. Commerce has returned to the markets. The people are behind you.,"[[0.15309966 0.16800272 0.14055708 0.2385563  0.22296101 0.06055109
  0.01627202]]"
19549,tyrion lannister,"Well, not all the people, of course. No ruler that ever lived had the support of all the people. But the rebirth of Meereen is the cause of this violence. The Masters cannot let Meereen succeed. Because if Meereen succeeds, a city without slavery, a city without Masters…","[[3.9444867e-01 3.6821800e-01 1.5049575e-01 2.3464416e-05 8.6788043e-02
  2.6036749e-05 8.2291720e-09]]"
19550,tyrion lannister,it proves that no one needs a Master.,"[[0.00178313 0.00223338 0.0034602  0.01794998 0.0046729  0.00160382
  0.9682966 ]]"
19551,daenerys targaryen,Good. Shall we begin?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19552,tyrion lannister,Do we have a plan?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19553,daenerys targaryen,"I will crucify the Masters. I will set their fleets afire, kill every last one of their soldiers, and return their cities to the dirt. That is my plan.","[[0.10038713 0.11830876 0.14971508 0.3397126  0.24413703 0.04304723
  0.00469219]]"
19554,daenerys targaryen,You don't approve?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19555,tyrion lannister,You once told me you knew what your father was. Did you know his plans for King's Landing when the Lannister armies were at his gates?,"[[0.00918031 0.01179732 0.04124539 0.7883351  0.05081753 0.05739288
  0.04123154]]"
19556,tyrion lannister,"Probably not. Well, he told my brother and Jaime told me. He had caches of wildfire hidden under the Red Keep, the Guildhalls, the Sept of Baelor, all the major thoroughfares. He would have burned every one of his citizens. The loyal ones and the trators. Every man, woman, and child. That's why Jaime killed him.","[[0.2942731  0.30366287 0.12024823 0.03442246 0.234123   0.01267849
  0.00059183]]"
19557,daenerys targaryen,This is entirely different.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19558,tyrion lannister,You're talking about destroying cities. It's not entirely different. I'd like to suggest an alternate approach.,"[[0.08593663 0.09677541 0.10017064 0.32609445 0.14990266 0.06368516
  0.17743503]]"
19559,razdal,"Once before, I offered you peace. If you had not been so arrogant, you could have returned to your homeland with a fleet of ships. Instead, you will flee Slaver's Bay on foot like the beggar queen you are.","[[3.6362693e-01 3.5215878e-01 1.1907373e-01 2.1369755e-03 1.6175231e-01
  1.2423521e-03 8.9360201e-06]]"
19560,tyrion lannister,"We are here to discuss terms of surrender, not to trade insults.","[[0.01927176 0.0218891  0.01552319 0.02853938 0.02494682 0.00504144
  0.8847883 ]]"
19561,yezzan,The terms are simple. You and your foreign friends will abandon the Great Pyramid and the city of Meereen. The Unsullied you stole from Kraznys mo Nakloz will remain to be sold again to the highest bidder. The translator you stole from Kraznys mo Nakloz will remain to be sold again to the highest bidder. The dragons beneath the Great Pyramid will be slaughtered.,"[[2.2552255e-01 2.5192326e-01 1.5457024e-01 3.7233159e-02 3.2596645e-01
  4.7488348e-03 3.5451278e-05]]"
19562,daenerys targaryen,"We obviously didn't communicate clearly. We're here to discuss your surrender, not mine.","[[0.37554947 0.3588026  0.09457587 0.00858174 0.15419431 0.00774353
  0.00055243]]"
19563,razdal,I imagine it's difficult adjust to the new reality. Your reign is over.,"[[0.00140916 0.0017788  0.00291221 0.01616645 0.00388243 0.00136889
  0.9724821 ]]"
19564,daenerys targaryen,My reign has just begun.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19565,daenerys targaryen,Dracarys.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19566,grey worm,You men have a choice,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19567,grey worm,"fight and die for the masters who would never fight and die for you, or go home to your families.","[[3.1556463e-04 4.2771082e-04 1.2533132e-03 1.4325043e-02 1.4521054e-03
  7.7217730e-04 9.8145413e-01]]"
19568,tyrion lannister,"Thank you for the armada. Our queen does love ships. Now, last time we spoke, we made a pact. You violated that pact. You declared war upon us. Though our queen does have a forgiving nature, this cannot be forgiven.","[[0.18577197 0.20343465 0.14869352 0.16446345 0.24827261 0.04306049
  0.00630335]]"
19569,missandei,Our queen insists that one of you must die as punishment for your crimes.,"[[2.1718217e-04 3.0249907e-04 1.1366647e-03 1.7843099e-02 1.2423912e-03
  8.0894527e-04 9.7844923e-01]]"
19570,tyrion lannister,"It always seems a bit abstract, doesn't it, other people dying?","[[0.01226041 0.01534884 0.03433331 0.33425257 0.04386399 0.02986651
  0.5300744 ]]"
19571,razdal,Him. He should die.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19572,belicho,"Yes, him.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19573,razdal,"He's not one of us. He's an outsider, a lowborn. He does not speak for us.","[[0.01099622 0.01303024 0.01389118 0.04583696 0.02056111 0.00610432
  0.88957995]]"
19574,yezzan,Please.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19575,tyrion lannister,"Tell your people what happened here. Tell them you live by the grace of Her Majesty. When they come forward with notions of retribution or ideas about returning the slave cities to their former glory, remind the what happened when Daenerys Stormborn and her dragons came to Meereen.","[[0.19188584 0.2173141  0.15960643 0.11182752 0.29895493 0.01955894
  0.00085223]]"
19576,jon snow,You don't have to be here.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19577,sansa stark,"Yes, I do.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19578,ramsay bolton,My beloved wife. I've missed you terribly.,"[[0.002599   0.00320215 0.00432747 0.0186876  0.00602355 0.00187182
  0.96328837]]"
19579,ramsay bolton,"Thank you for returning Lady Bolton safely. Now, dismount and kneel before me, surrender your army and proclaim me the true Lord of Winterfell and Warden of the North. I will pardon you for deserting the Night's Watch. I will pardon these treasonous lords for betraying my house. Come, bastard, you don't have the men, you don't have the horses, and you don't have Winterfell. Why lead those pour souls into slaughter? There's no need for a battle. Get off your hose and kneel. I'm a man of mercy.","[[3.9418796e-01 3.6764088e-01 1.3501383e-01 1.2449091e-04 1.0290108e-01
  1.3154103e-04 1.8335776e-07]]"
19580,jon snow,You're right. There's no need for a battle. Thousands of men don't need to die. Only one of us. Let's end this the old way. You against me.,"[[0.2607607  0.27742353 0.13302734 0.06055133 0.24594806 0.02069053
  0.00159852]]"
19581,ramsay bolton,"I keep hearing stories about you, bastard. The way people in the North talk about you, you're the greatest swordsman who ever walked. Maybe you are that good. Maybe not. I don't know if I'd beat you. But I know that my army will beat yours. I have 6,000 men. You have, what, half that? Not even?","[[0.13192162 0.14999671 0.14744343 0.27178338 0.23422192 0.05451437
  0.01011858]]"
19582,jon snow,"Aye, you have the numbers. Will your men want to fight for you when they hear you wouldn't fight for them?","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19583,ramsay bolton,"He's good. Very good. Tell me, will you let your little brother die because you're too proud to surrender?","[[0.00277347 0.0035673  0.00800557 0.07240605 0.01008687 0.00542836
  0.8977324 ]]"
19584,sansa stark,How do we know you have him?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19585,ramsay bolton,"Now, if you want to save —","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19586,sansa stark,"You're going to die tomorrow, Lord Bolton. Sleep well.","[[0.00156015 0.00199305 0.00380809 0.02662024 0.00492711 0.00208299
  0.95900834]]"
19587,ramsay bolton,"She's a fine woman, your sister. I look forward to having her back in my bed. And you're all fine-looking men. My dogs are desperate to meet you. I haven't fed them for seven days. They're ravenous. I wonder which parts they'll try first. Your eyes? Your balls? We'll find out soon enough. In the morning, then, bastard.","[[0.1224247  0.1423491  0.15336342 0.28106764 0.2501072  0.04492481
  0.00576306]]"
19588,jon snow,"If he was smart, he'd stay inside the walls of Winterfell and wait us out.","[[0.03635864 0.0446348  0.09236161 0.6174453  0.1314317  0.06066727
  0.01710077]]"
19589,davos,"That's not his way. He knows the North is watching. If the other houses sense weakness on his part, they'll stop fearing him. He can't have that. Fear is his power.","[[0.00992593 0.01263041 0.04126597 0.74809337 0.0498386  0.06044601
  0.07779973]]"
19590,jon snow,"It's his weakness, too. His mean don't want to fight for him. They're forced to fight for him. If they feel the tide turning...","[[3.9882234e-01 3.7135321e-01 1.2309589e-01 2.7789336e-04 1.0611767e-01
  3.3174426e-04 1.2621183e-06]]"
19591,tormund,It's not his men that worry me. It's his horses. I know what mounted knights can do to us.,"[[0.0151511  0.01738004 0.0133308  0.0274067  0.02107715 0.00450444
  0.9011498 ]]"
19592,tormund,You and Stannis cut through us like piss through snow.,"[[0.01747134 0.01992435 0.01459085 0.02808666 0.02329241 0.00481736
  0.8918171 ]]"
19593,jon snow,"We're digging trenches all along our flanks. They won't be able to hit us the way that Stannis hit you, in a double envelopment.","[[4.7608974e-04 7.0839783e-04 8.7845344e-03 8.0985099e-01 7.7145081e-03
  2.2281449e-02 1.5018399e-01]]"
19594,tormund,stares blankly at JON SNOW.,"[[0.15349078 0.16473557 0.12224689 0.23167306 0.19354416 0.06659262
  0.06771687]]"
19595,jon snow,A pincer move.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19596,jon snow,They won't be able to hit us from the sides.,"[[0.13281955 0.14474902 0.11105277 0.22582817 0.17526643 0.05721393
  0.15307005]]"
19597,tormund,Good.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
19598,davos,"It's crucial that we let them charge at us. They've got the numbers, we need the patience. If we let him buckle our center, he'll pursue. Then we'll have him surrounded on three sides.","[[0.00097653 0.00126301 0.00255848 0.0189163  0.00326067 0.0013742
  0.9716508 ]]"
19599,tormund,Did you really think that cunt would fight you man to man?,"[[0.02007581 0.02279626 0.01621214 0.02999393 0.02605493 0.00532044
  0.8795465 ]]"
