,Tweet,clean tweets,emotion
14877,"@SamsaTSP  Nintendo is the cause, but no news when it's coming out",samsatsp nintendo cause news coming,6
14878,"I left a chocolate egg sitting in my office, and now it's calling my name......................",left chocolate egg sitting office calling name,6
14879,is sad yo hear about Ashleycat,sad yo hear ashleycat,6
14880,SATS  what the its just around the corner.,sats around corner,6
14881,rainy season-- here it comes!,rainy season comes,6
14882,@erinmusicluver  i thought you liked the name,erinmusicluver thought liked name,6
14883,i totally do not know how ticketless travel works,totally know ticketless travel works,6
14884,@Rosie_G_Yo oh I wuld go w/ you..... im takn off to class right now. boo,rosiegyo oh wuld go w im takn class right boo,6
14885,@Vonnieee I found a link on WWE.com  http://www.wwe.com/inside/industrynews/kennedyreleased stinks!,vonnieee found link wwecom httpwwwwwecominsideindustrynewskennedyreleased stinks,6
14886,lost at home depot  http://yfrog.com/13ti6j,lost home depot httpyfrogcom13ti6j,6
14887,@bhans  Bring me food before you go please.,bhans bring food go please,6
14888,"@UndressJess Wish could, but riding a tour from Chicago back to Iowa.",undressjess wish could riding tour chicago back iowa,6
14889,Going to bed in a bit. Need to revise 2moro.,going bed bit need revise 2moro,6
14890,@imreallywildin u callin me grimmy,imreallywildin u callin grimmy,6
14891,juicystar007 kicked me out of blogtv cuz i really wanted her to call me.,juicystar007 kicked blogtv cuz really wanted call,6
14892,no more brother for 2 weeks.....,brother 2 weeks,6
14893,"If we don't pack, she can't leave, right?",dont pack cant leave right,6
14894,@ChristinaFaith this is the worst,christinafaith worst,6
14895,@crazygolfa I think that plus everyone wants to see if the D-train could keep it going - obviously not.  Hopefully he'll bounce back.,crazygolfa think plus everyone wants see dtrain could keep going obviously hopefully hell bounce back,6
14896,I gots the sniffles,gots sniffles,6
14897,mann i had no idea hp a/c adapters were worth like eighty bucks  wine* it's gonna be a while till i can use my lap top,mann idea hp ac adapters woh like eighty bucks wine gonna till use lap top,6
14898,Wants to game tonight with her friends,wants game tonight friends,6
14899,"needs to write term paper by monday  busy tonight, busy tomorrow, busy sunday  shit. i need to fix my priorities.",needs write term paper monday busy tonight busy tomorrow busy sunday shit need fix priorities,6
14900,@Bffleck My Friday made me miss high school,bffleck friday made miss high school,6
14901,@ColdHearted19 woop right am off to &quot;try&quot; to get 2 sleep haha its 2 hot  have a good nightt x,coldheaed19 woop right quottryquot get 2 sleep haha 2 hot good nightt x,6
14902,@1critic and Boat is dining Bones in Peru - double,1critic boat dining bones peru double,6
14903,"@caroldn Okay, no more driving.  I know... I know... you are correct to say that.",caroldn okay driving know know correct say,6
14904,The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.,bus rolling along faster expected might make home 615 maybe,6
14905,work soonnnnnn  it's looking rly dead today...,work soonnnnnn looking rly dead today,6
14906,my picture wont come up  it keeps saying thats a nice picture! but where is it??,picture wont come keeps saying thats nice picture,6
14907,@EssinEm ohh no the poor cupcake  #wave @TLGame,essinem ohh poor cupcake wave tlgame,6
14908,@SoozInSports ouch,soozinspos ouch,6
14909,@crucifixxus dude what is your sn nowadays because i think i lost yours,crucifixxus dude sn nowadays think lost,6
14910,"@bennsu @dj_diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can't...lol",bennsu djdiva know knowlol one song stops tracks dancefloor cantlol,6
14911,hanging out wit the family kinda boredd reading eclipse  MISSING MY GODFATHER,hanging wit family kinda boredd reading eclipse missing godfather,6
14912,"@kathuerun Hehe. I have the ZSG. Should probably go over it again. Also, Mike has moved up to Orillia, so his arsenal isn't so available.",kathuerun hehe zsg probably go also mike moved orillia arsenal isnt available,6
14913,@JelaniFr3sh  boo. I used to live in upland... Have funnnn,jelanifr3sh boo used live upland funnnn,6
14914,@Kes1807 Dunno if I like longer hair on Jensen.,kes1807 dunno like longer hair jensen,6
14915,(@ohmyjade) 1-Pendulum = awesome! 2-Goodbyes suck  3-Shut up plz. 4-Toy Story 3!!  5-JB 3D MOVIE 2MORO! 6-I'm tired. 7-Aaaand I'm out.,ohmyjade 1pendulum awesome 2goodbyes suck 3shut plz 4toy story 3 5jb 3d movie 2moro 6im tired 7aaaand im,6
14916,Why is #Apple so expensive...,apple expensive,6
14917,Follow Friday rickbaker24 i only have 6 friends,follow friday rickbaker24 6 friends,6
14918,@enoelle1177 she is all grown up,enoelle1177 grown,6
14919,Daaaaang. Up: in 3D.. Sold out,daaaaang 3d sold,6
14920,I don't wanna work!,dont wanna work,6
14921,@gabriellenadine carnivalsofparis i think i still have yours on my bl but i'm not sure... i hardly talk to anyone anymore,gabriellenadine carnivalsofparis think still bl im sure hardly talk anyone anymore,6
14922,"@algarcia3505 I want to get all dressed up and go out to, but I to have no one to go with, I'm with you mentor",algarcia3505 want get dressed go one go im mentor,6
14923,@Eumiko uhhhh..... yeah.... I don't tweet a lot nowadays quite lazy to do so.  this month has always been about college.,eumiko uhhhh yeah dont tweet lot nowadays quite lazy month always college,6
14924,@dfizzy ya I would so loose my appetite,dfizzy ya would loose appetite,6
14925,@justgrimes - yep saw that paper immediately after completing the test essay saying i didn't know of research on it,justgrimes yep saw paper immediately completing test essay saying didnt know research,6
14926,@Gen22 I can't blip right now!,gen22 cant blip right,6
14927,"@cadistra Think wearing bermudas at the cinema wasn't a good idea after all, but outside was humid like cwazy!",cadistra think wearing bermudas cinema wasnt good idea outside humid like cwazy,6
14928,"pavement is boiling hot out there, dogs were limping.    guess summer's officially here.",pavement boiling hot dogs limping guess summers officially,6
14929,"Well, another family was chosen for the child we interviewed for  back to looking for another kid",well another family chosen child interviewed back looking another kid,6
14930,@1995shand not quite as much...hmmm products in US that are not in Canada?? Idk  Do you have covergirl?,1995shand quite muchhmmm products us canada idk covergirl,6
14931,watching the notebook,watching notebook,6
14932,just got home from a meeting with the girls... Maaaaaan I'm exhausted!! Goodnight world,got home meeting girls maaaaaan im exhausted goodnight world,6
14933,@db0y8199 lol thats the kind im eating!!,db0y8199 lol thats kind im eating,6
14934,needs a break from the computer... adios  &lt;3,needs break computer adios lt3,6
14935,Time for me to sleep........,time sleep,6
14936,@paulcarr I just laughed out loud on the bus reading your statement of ethics. People moved away. He he he.,paulcarr laughed loud bus reading statement ethics people moved away,6
14937,character designs complete! .... in about a week we'll give another sneak peak... stay posted!,character designs complete week well give another sneak peak stay posted,6
14938,@lmchugh fingers crossed for you.,lmchugh fingers crossed,6
14939,"Monday is here, One more day",monday one day,6
14940,I need to get some shut eye... But I just can't let's try 1 more time. Ta Ta Twitterworld,need get shut eye cant lets try 1 time ta ta twitterworld,6
14941,@RealBillBailey morning Bill,realbillbailey morning bill,6
14942,Cleaning my room and listening to britney.,cleaning room listening britney,6
14943,@lexiphanic  cheap and good system  http://bit.ly/Fgl2Y,lexiphanic cheap good system httpbitlyfgl2y,6
14944,@DavidArchie so what cereal do you usually like?,davidarchie cereal usually like,6
14945,Mmmm Chilli Crab &amp; Deal Or No Deal.....And thats life !,mmmm chilli crab amp deal dealand thats life,6
14946,wish I was at #eurodjangocon,wish eurodjangocon,6
14947,goin to bed,goin bed,6
14948,watching the office......... also comedy gold,watching office also comedy gold,6
14949,Grand Indonesia with mom n sisters...,grand indonesia mom n sisters,6
14950,"@MrPhotographic Happy b-day! Just woke up on this side of Earth, so wishes are bit late",mrphotographic happy bday woke side eah wishes bit late,6
14951,Hank Thompson ï¿½ The Big One Got Away -- hmm... how old do you have to be to remember THIS?  ? http://blip.fm/~5jboh,hank thompson ï¿½ big one got away hmm old remember httpblipfm5jboh,6
14952,I just dyededed my hair,dyededed hair,6
14953,cieee @Cronatic potong rambuuuut!,cieee cronatic potong rambuuuut,6
14954,@iMBA Ur welcome,imba ur welcome,6
14955,seepin'.,seepin,6
14956,Download movie  &quot;81st Annual Academy Awards Pre-Show&quot; http://tinyurl.com/cdue53 cool #movie,download movie quot81st annual academy awards preshowquot httptinyurlcomcdue53 cool movie,6
14957,"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me",paving road intelligent nobody gone exactly going come follow,6
14958,@Tittch Just file me under *seduced* sweetie...,tittch file seduced sweetie,6
14959,is twittering,twittering,6
14960,@DavidArchie Have a great day today David!  May you write some wonderful masterpieces!,davidarchie great day today david may write wonderful masterpieces,6
14961,we just drove all the way to Hollywood just to get a Miley Cyrus milkshake... at least it was like an orgasm in my mouth,drove way hollywood get miley cyrus milkshake least like orgasm mouth,6
14962,@akarshsimha: Started using the branch,akarshsimha staed using branch,6
14963,anyone got an FFE account? if so.. add me,anyone got ffe account add,6
14964,@lilmarshmellow 1 pm...,lilmarshmellow 1 pm,6
14965,"@theblackbug I realized that I think 4 weeks into college, welcome to the otherside",theblackbug realized think 4 weeks college welcome otherside,6
14966,"Time to watch OP, then some Dead Like Me, then sleep.",time watch op dead like sleep,6
14967,@mohandoss ?????? ???????? ????? ????????. ????? ?????????   @anbudan_bala thanx for the sixer comment,mohandoss anbudanbala thanx sixer comment,6
14968,@Melissa808 yup...they've stopped in hawaii for a few seasons already. are you talking about this season? hope they come back again,melissa808 yuptheyve stopped hawaii seasons already talking season hope come back,6
14969,"@Lodewijkvdb Don't worry, you'll get your stamina back soon  What kind of distances do you run usually?",lodewijkvdb dont worry youll get stamina back soon kind distances run usually,6
14970,@amytcathy at least you get to watch Lost on the way,amytcathy least get watch lost way,6
14971,@leeprovoost Is it that quiet at the office?,leeprovoost quiet office,6
14972,"http://twitpic.com/4j8yk - Thelma, Rebeca, Fernanda Symonds, Fernanda Cordova",httptwitpiccom4j8yk thelma rebeca fernanda symonds fernanda cordova,6
14973,@misspretty1981 thank u!!! u kno ppl already look @ my chest ne ways might as well give them somethng to throw them off! LOL!,misspretty1981 thank u u kno ppl already look chest ne ways might well give somethng throw lol,6
