,Tweet,emotion,clean tweets
14127,Of the back of their heads  http://yfrog.com/0zywwj,6,back heads httpyfrogcom0zywwj
14128,is goin out  to  dinner!,6,goin dinner
14129,Just finished cleaning the bathroom.  Now I smell like clorox,6,finished cleaning bathroom smell like clorox
14130,@Streyeder You rock my socks off! Sorry you have to go to BFE Maryland.,6,streyeder rock socks sorry go bfe maryland
14131,@phxnerd sorry you didn't make it  Good luck next time though!,6,phxnerd sorry didnt make good luck next time though
14132,@Clwydian nah ;) when a single person posts about 200 tweets a day is hard to cope with on my android phone when I'm unable to filter,6,clwydian nah single person posts 200 tweets day hard cope android phone im unable filter
14133,@jenxstudios it's like 20 bucks for 10 shots  what kind of camera do you have?,6,jenxstudios like 20 bucks 10 shots kind camera
14134,Tryin to figure out how to direct message and is gettin frustrated,6,tryin figure direct message gettin frustrated
14135,@Mz5thAve  no room for me smh,6,mz5thave room smh
14136,I do the same thing to my parents and my best friend too,6,thing parents best friend
14137,At work...Thinking about things when I should be working,6,workthinking things working
14138,@kiyoshimartinez -- 5/31 marks the end of our roommate era. And you never made wontons for me again.,6,kiyoshimainez 531 marks end roommate era never made wontons
14139,@Labrys67 Nope  Neither of our ladies are on today.,6,labrys67 nope neither ladies today
14140,@Goostavo that sucks!  put some britney on!,6,goostavo sucks put britney
14141,My lucky lucky friend is at a nickleback concert atm  i wish i was there,6,lucky lucky friend nickleback conce atm wish
14142,@bethontop Didn't even reply to me about how old you are tomorrow?,6,bethontop didnt even reply old tomorrow
14143,"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",6,walked work thinking sitting bellagio time wednesday
14144,nothing to do,6,nothing
14145,@KiiDCaM89 I can't make it. My manager switched my schedule so I'm closing,6,kiidcam89 cant make manager switched schedule im closing
14146,@nickshotchick Hey! whats up? Im just at the library right now and the comp is about to sign me out,6,nickshotchick hey whats im library right comp sign
14147,@stellarciarra wasnt it sad?  was the 3d good?,6,stellarciarra wasnt sad 3d good
14148,@nambucom I'm waiting for it so I can get back to Nambu which stopped working on 10.5.7  (for me),6,nambucom im waiting get back nambu stopped working 1057
14149,@xkathyxrocksx dunno if i'll see you,6,xkathyxrocksx dunno ill see
14150,@emlynley I couldn't find any extendable ones.,6,emlynley couldnt find extendable ones
14151,but this little boy still makin me  work during the storm!!!,6,little boy still makin work storm
14152,@livingoflove i wish i was still in my jams,6,livingoflove wish still jams
14153,@robcv chale... a ver define &quot;out&quot;,6,robcv chale ver define quotoutquot
14154,@amhzz... did u get an invite? I miss u,6,amhzz u get invite miss u
14155,brad we should be at Olympic village watching this. Season 1 with a 30 rack adult hood,6,brad olympic village watching season 1 30 rack adult hood
14156,I want my Katie.,6,want katie
14157,would like a hug and a kiss from Eric. Long distances really really stink,6,would like hug kiss eric long distances really really stink
14158,and its over now  watch on now? hmmm,6,watch hmmm
14159,Going to work soon,6,going work soon
14160,In Greenville for one of the last times. @ct06873 will be moving to MD soon. We'll be back Eastern Carolina.,6,greenville one last times ct06873 moving md soon well back eastern carolina
14161,"@Georgielockwood IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",6,georgielockwood im sorrryy went cinema broth cause im cool yeah im sorrrry tomorrow tho ill make sure
14162,New tattoo design = check.  Placement = no idea.,6,new tattoo design check placement idea
14163,"got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo",6,got sniffle got kids hubby left work sydney weekend boo hoo
14164,Heading home after a long week. Wish someone onther than marketers would follow me,6,heading home long week wish someone onther marketers would follow
14165,At an art party. No crazy artists as such. Bit padestrian. No skanking,6,a pay crazy aists bit padestrian skanking
14166,I just wanted dippin dots,6,wanted dippin dots
14167,@YungNik lmfaaoooo i just watched the Pink video....you know me to well i love it...soooo me lol,6,yungnik lmfaaoooo watched pink videoyou know well love itsoooo lol
14168,I cant change my profile picture on Facebook,6,cant change profile picture facebook
14169,Is about to start stupid chores!!!! Ewww.... stupid chores!!!!,6,sta stupid chores ewww stupid chores
14170,@fresa80 I'd so be in Vegas but it's on our anniversary....  Cant get enough JK!!!,6,fresa80 id vegas anniversary cant get enough jk
14171,@O_Privillege yea next week not this week I have no sitter,6,oprivillege yea next week week sitter
14172,but i thought 'summer hours' meant i was supposed to get to go home at 4.....,6,thought summer hours meant supposed get go home 4
14173,@rhettneckga Me and Wendy are going after all.  Wish you were!!!,6,rhettneckga wendy going wish
14174,@mitchelmusso i talk to you,6,mitchelmusso talk
14175,and now its raining,6,raining
14176,@h011yw00d no  are you for sure going?,6,h011yw00d sure going
14177,@JaySkillz aww poor precious,6,jayskillz aww poor precious
14178,sat in the pub. Pretty quiet so far. Prob leave in a bit. Work at 6.30,6,sat pub pretty quiet far prob leave bit work 630
14179,I am sitting here taking a little break and trying to recharge so I can continue housework,6,sitting taking little break trying recharge continue housework
14180,Seems I brought a little Sikaflex caulk home with me... in my hair.,6,seems brought little sikaflex caulk home hair
14181,EOM......still at work,6,eomstill work
14182,@awesomeann7 well u weren't around 2 twit,6,awesomeann7 well u werent around 2 twit
14183,@kerryisonfire ive finished them now,6,kerryisonfire ive finished
14184,"@MarkBilly it is very unlucky  the day wasn't the same without you! i hope to see you on wednesday though, right? x",6,markbilly unlucky day wasnt without hope see wednesday though right x
14185,"@knightgirllinz baaad Linz, too... Rather... Sheesh... Text fingers are broked",6,knightgirllinz baaad linz rather sheesh text fingers broked
14186,Still working on music grades...outside on the deck...sun is behind a big gray cloud,6,still working music gradesoutside decksun behind big gray cloud
14187,R.I.P. 60GB Playstation 3  YOU WILL BE MISSED!!!   November 2006 - May 29 2009,6,rip 60gb playstation 3 missed november 2006 may 29 2009
14188,iPhone just fell,6,iphone fell
14189,@spacehotel that's so weird seeing your MySpace page without me there! Had to delete my page though.,6,spacehotel thats weird seeing myspace page without delete page though
14190,@OFFICIALDJAOK @NatBoogi @tinocochino @JTONAIR  Soooooooo What Happened To Power ForReal?,6,officialdjaok natboogi tinocochino jtonair soooooooo happened power forreal
14191,Watching southpark for another 20 minutes,6,watching southpark another 20 minutes
14192,does anybody want to throw a baseball around with me?,6,anybody want throw baseball around
14193,Twitter is sooo quiet today,6,twitter sooo quiet today
14194,@chrisreinhard screenshots? can't give you any other kind of preview - you'd need VPN access  ...ya wanna?,6,chrisreinhard screenshots cant give kind preview youd need vpn access ya wanna
14195,@iamalejandra I own maybe 15 pairs of shoes. If that many. I have super huge feet.,6,iamalejandra maybe 15 pairs shoes many super huge feet
14196,off to work... off at 10:30....lammmeeee,6,work 1030lammmeeee
14197,@MattHalveland no,6,matthalveland
14198,@JudyObscure  Oh what's up?,6,judyobscure oh whats
14199,OMG... I just learned that the little girl who played Ducky in the very first Land Before Time movie was murdered at the age of 10. WTF?,6,omg learned little girl played ducky first land time movie murdered age 10 wtf
14200,Hates being sat around alone on a Friday night. big sad old loser,6,hates sat around alone friday night big sad old loser
14201,Heading home from Sacramento.  Will continue writing the WIndows Server 2008 R2 Unleashed book over the weekend.  Sigh  #windows,6,heading home sacramento continue writing windows server 2008 r2 unleashed book weekend sigh windows
14202,Looking for a vibrating phone is like trying to find &quot;a feeling.&quot;,6,looking vibrating phone like trying find quota feelingquot
14203,Aww When Love Is Gone is playing on shuffle,6,aww love gone playing shuffle
14204,@ShaiAlston Aw take care babe. Dont have AIM.  When i get it i'll DM u by addy.,6,shaialston aw take care babe dont aim get ill dm u addy
14205,Working at hop city. Gotta miss baseball,6,working hop city gotta miss baseball
14206,"@TinaReece Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus its close to the hood, u know my lazzzy ass!",6,tinareece planet fitness van wyck keep hearing homies tell bout plus close hood u know lazzzy ass
14207,shakalohana week two of flat wavez no surfin,6,shakalohana week two flat wavez surfin
14208,"@daverexwood congrats to the A's!! ugh, we still have til the end of june",6,daverexwood congrats ugh still til end june
14209,"@Bobatnhtpc yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  Taipei",6,bobatnhtpc yo guys want make road trip look waraw u wait long taipei
14210,@tanya_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin' @ SN?,6,tanyajolene try 90 4 next 3 days yuk lol n e thing poppin sn
14211,"300 updates  actually 13,527  lol",6,300 updates actually 13527 lol
14212,@TheMakeupSnob,6,themakeupsnob
14213,aight im out. off to see Spring Awakening. home we make it home in time to see Jay's last show,6,aight im see spring awakening home make home time see jays last show
14214,"@TeeMonster And you see none of the extra money, do you?",6,teemonster see none extra money
14215,@djjamminjoe that's cold,6,djjamminjoe thats cold
14216,@JessDubb u would put it up once I am off work,6,jessdubb u would put work
14217,hoping it will rain again because it's sooo warm,6,hoping rain sooo warm
14218,"Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather",6,thank goodness starbucks iced coffeei feeling sluggish today think awful la weather
14219,is anyone out there??  so bored at work...,6,anyone bored work
14220,going to work,6,going work
14221,me caga el spam en twitter..,6,caga el spam en twitter
14222,Friday and it's raining,6,friday raining
14223,Dear MacPro what is this? I'm just trying to awake you.  http://twitpic.com/67orb,6,dear macpro im trying awake httptwitpiccom67orb
14224,@Applecored what I do now  anyhoo thanks for the *spank* :-O x,6,applecored anyhoo thanks spank x
