,author,content,clean tweets,probs
4323,ddlovato,Super excited to give the guests of @CelebrityCruise an intimate performance this Dec. Join me! 🎉🌴… https://t.co/h5tK2zqQOh,super excited give guests celebritycruise intimate performance dec join 🎉🌴… httpstcoh5tk2zqqoh,"[[0.00698878 0.00849502 0.01153843 0.05273811 0.01617264 0.0058223
  0.89824474]]"
4324,taylorswift13,I knew the Europe crowds would be AMAZING when @LilyAldridge &amp; @GiGiHadid texted me pics of these Bad Blood costumes: http://t.co/NjFSJAFrIk,knew europe crowds would amazing lilyaldridge amp gigihadid texted pics bad blood costumes httptconjfsjafrik,"[[0.11716051 0.13490416 0.14623897 0.3067698  0.23136577 0.05404875
  0.00951201]]"
4325,justinbieber,We have a lot of work to do but it feels good to know u will have this music soon https://t.co/HNOWv0qBjR,lot work feels good know u music soon httpstcohnowv0qbjr,"[[3.5785574e-01 3.4748289e-01 1.0762905e-01 6.4463373e-03 1.7678525e-01
  3.7234288e-03 7.7340410e-05]]"
4326,jtimberlake,"Close... But no cigar. But, that's ok. You can sing whatever! Maybe I will post lyrics... 🤔

#CantStopTheFeeling  https://t.co/l6jfg105Rf",close cigar thats ok sing whatever maybe post lyrics 🤔 cantstopthefeeling httpstcol6jfg105rf,"[[3.39076757e-01 3.36243719e-01 1.08322866e-01 1.03225568e-02
  2.01438710e-01 4.50563524e-03 8.96930214e-05]]"
4327,britneyspears,@janoftdirection Followed u! #PieceOfMeTixTomorrow,janoftdirection followed u pieceofmetixtomorrow,"[[0.13662717 0.15286386 0.14270407 0.269121   0.22394948 0.0605488
  0.01418565]]"
4328,instagram,Symmetry in motion for #WHPsymmetry https://t.co/dmjONLY77E,symmetry motion whpsymmetry httpstcodmjonly77e,"[[0.02817071 0.03626149 0.09312595 0.6578473  0.138174   0.04053324
  0.0058873 ]]"
4329,YouTube,Keeping your cat happy is meow easier than ever. https://t.co/slMqfWxqpE https://t.co/Z7IgFyUPnW,keeping cat happy meow easier ever httpstcoslmqfwxqpe httpstcoz7igfyupnw,"[[0.04737186 0.05421177 0.05000357 0.13730453 0.07676859 0.02392744
  0.6104123 ]]"
4330,rihanna,"Thank you guys, I loooove this book so much! You put so much thought into it! I appreciate this and… http://t.co/6iiSDDxXY4",thank guys loooove book much put much thought appreciate and… httptco6iisddxxy4,"[[0.0117951  0.01367091 0.0113782  0.02603005 0.0176621  0.00398245
  0.91548115]]"
4331,Cristiano,@NusseyIbrahim Thank you for your dedication.,nusseyibrahim thank dedication,"[[0.12673609 0.1449452  0.15062308 0.27851918 0.24519004 0.04750289
  0.00648357]]"
4332,ArianaGrande,I kove u more  https://t.co/L0814oKFgV,kove u httpstcol0814okfgv,"[[8.6307869e-04 1.2443454e-03 1.2158281e-02 8.8879472e-01 1.1650752e-02
  2.9594945e-02 5.5693857e-02]]"
4333,KimKardashian,I love you guys so much!!! Thank you for all of the birthday love! It means so much to me!!!! 🎂🎈🎉,love guys much thank bihday love means much 🎂🎈🎉,"[[0.01779604 0.02295742 0.06699643 0.7365374  0.09184279 0.04932087
  0.01454909]]"
4334,jtimberlake,Happy Halloween! Who's got the best costume?,happy halloween whos got best costume,"[[0.0084767  0.01032707 0.01497089 0.07581908 0.02073235 0.00820929
  0.8614646 ]]"
4335,justinbieber,@InTheJon @samandude @ZoeKravitz get it,inthejon samandude zoekravitz get,"[[0.00223955 0.00317641 0.02151233 0.9015461  0.02521306 0.02946
  0.01685257]]"
4336,Cristiano,@leightonsmith96 I did it already,leightonsmith96 already,"[[3.3028167e-01 3.3339170e-01 1.1701352e-01 6.7367381e-03 2.1020120e-01
  2.3538177e-03 2.1321503e-05]]"
4337,instagram,Artist @slinkachu looks at big cities from a micro level https://t.co/W06VGvLpSU https://t.co/n5aJEjZH7F,aist slinkachu looks big cities micro level httpstcow06vgvlpsu httpstcon5ajejzh7f,"[[3.8666290e-01 3.6536914e-01 1.1240192e-01 1.4342476e-03 1.3275951e-01
  1.3559571e-03 1.6447579e-05]]"
4338,katyperry,"Thank you for support after all these years...The 🌎 is in pain, we must unite &amp; rise above w/❤️ we r all connected.  https://t.co/ckI3cU42uz",thank suppo yearsthe 🌎 pain must unite amp rise w❤️ r connected httpstcocki3cu42uz,"[[0.30188957 0.3084135  0.11566808 0.03742346 0.21815257 0.01712334
  0.00132951]]"
4339,BarackObama,Tomorrow is the last day to enroll for health coverage that begins on February 1st. Check your options: http://t.co/q4hpAp7rra #GetCovered,tomorrow last day enroll health coverage begins february 1st check options httptcoq4hpap7rra getcovered,"[[0.09393901 0.10489405 0.11174133 0.3698759  0.16594872 0.07889818
  0.07470286]]"
4340,taylorswift13,"I was so happy tonight, it made it impossible to remember the times in the past that I haven't been. #iHeartRadio 
http://t.co/pf8zWCJQqr",happy tonight made impossible remember times past havent ihearadio httptcopf8zwcjqqr,"[[0.00177744 0.00249112 0.01673114 0.71816075 0.01687833 0.03082482
  0.21313642]]"
4341,selenagomez,Ran away from the studio to run and jump in the grass. God is so good! http://t.co/eFeiAmWVts,ran away studio run jump grass god good httptcoefeiamwvts,"[[3.5993725e-01 3.5013461e-01 1.0292103e-01 7.9304902e-03 1.7389235e-01
  5.0252867e-03 1.5902240e-04]]"
4342,instagram,"One of our favorite images from a past Weekend Hashtag Project, #WHPcamouflage: https://t.co/HShsDFzw2t",one favorite images past weekend hashtag project whpcamouflage httpstcohshsdfzw2t,"[[0.00134551 0.0017019  0.00283442 0.01610223 0.00376439 0.00134433
  0.9729072 ]]"
4343,YouTube,@at2ui Best day everrrrrrr! ✨🌈✨,at2ui best day everrrrrrr ✨🌈✨,"[[3.60934377e-01 3.49480361e-01 1.17945075e-01 2.71921651e-03
  1.67395011e-01 1.51356577e-03 1.23657865e-05]]"
4344,ddlovato,"Hi, I'm literally 2 ft. tall.... #Australia #COOLFORTHESUMMER https://t.co/57SUhTg5r8",hi im literally 2 ft tall australia coolfohesummer httpstco57suhtg5r8,"[[0.03487672 0.04117712 0.05444756 0.25847375 0.07797674 0.03520464
  0.49784347]]"
4345,YouTube,AHHHHH. This sword swallower video got us like … https://t.co/kHiC0w6Rhs https://t.co/9h9OnXXRw9,ahhhhh sword swallower video got us like … httpstcokhic0w6rhs httpstco9h9onxxrw9,"[[0.00095506 0.00131225 0.00543904 0.10526743 0.00588968 0.00513021
  0.87600636]]"
4346,taylorswift13,"So I'll be on @GMA @ 7am ET and SiriusXM ""The Highway"" @ 2pm ET. Watch/listen please :)",ill gma 7am et siriusxm highway 2pm et watchlisten please,"[[0.2564262  0.27565926 0.13766804 0.04423767 0.27530912 0.01042231
  0.00027744]]"
4347,britneyspears,.@katyperry Just when I thought the denim dress had retired....you bring it back! You looked amazing tonight bb ;),katyperry thought denim dress retiredyou bring back looked amazing tonight bb,"[[0.00355264 0.00460088 0.01197025 0.13362198 0.01458665 0.00946876
  0.82219875]]"
4348,ddlovato,How precious is this??? Mimaw (my 93 year old great-grandmother and Papa (my 88 year old… https://t.co/kLiEN9RgLl,precious mimaw 93 year old greatgrandmother papa 88 year old… httpstcoklien9rgll,"[[0.00523167 0.00689119 0.03009385 0.77473754 0.03377862 0.04948046
  0.09978667]]"
4349,TheEllenShow,My surprise guest today left me shaken. Not stirred. https://t.co/mLMYoFY0vq,surprise guest today left shaken stirred httpstcomlmyofy0vq,"[[0.2613932  0.27736515 0.13463725 0.05109193 0.26034388 0.01453927
  0.00062938]]"
4350,BarackObama,"""For the first time in 40 years, America's crime rate and incarceration rate went down at the same time."" —President Obama",first time 40 years americas crime rate incarceration rate went time —president obama,"[[0.24667738 0.2666502  0.14219628 0.05292974 0.2789091  0.01225625
  0.00038099]]"
4351,YouTube,".@BethanyMota’s out voting tomorrow, so we found a substiTuber to fill in for her! https://t.co/ouzB7odRFp… https://t.co/DFHU0IM61H",bethanymota’s voting tomorrow found substituber fill httpstcoouzb7odrfp… httpstcodfhu0im61h,"[[1.4868913e-04 2.0669877e-04 7.1654591e-04 9.7928029e-03 7.9468515e-04
  4.4970249e-04 9.8789084e-01]]"
4352,taylorswift13,"Just watched like, every episode of New Girl. Love.",watched like every episode new girl love,"[[0.11100809 0.12341672 0.12512033 0.33813646 0.188324   0.07637432
  0.03761996]]"
4353,YouTube,Golf can be epic too. https://t.co/A8trz36NWl https://t.co/q33Y1phXbQ,golf epic httpstcoa8trz36nwl httpstcoq33y1phxbq,"[[1.6066286e-04 2.3904524e-04 1.7365596e-03 6.3245967e-02 1.6395858e-03
  1.9062983e-03 9.3107182e-01]]"
4354,britneyspears,Got a little spooky with @grimmers at @R1Breakfast a couple weeks ago... Happy (almost) Halloween! #ItsBritneyWitch http://t.co/KlWKxhBKDV,got little spooky grimmers r1breakfast couple weeks ago happy almost halloween itsbritneywitch httptcoklwkxhbkdv,"[[8.1826706e-04 1.0945259e-03 3.2163358e-03 3.9024312e-02 3.7598095e-03
  2.2648973e-03 9.4982183e-01]]"
4355,jtimberlake,Happy 9/01 Day!!!! Guess how I'm celebrating... @901Silver baby!!,happy 901 day guess im celebrating 901silver baby,"[[3.8227746e-01 3.6228985e-01 1.2625259e-01 5.3158758e-04 1.2821414e-01
  4.3274518e-04 1.5116537e-06]]"
4356,ArianaGrande,see you soon my babies  https://t.co/GKYDadGB7S,see soon babies httpstcogkydadgb7s,"[[0.02057296 0.02567594 0.06461588 0.7034261  0.08552174 0.06611448
  0.0340729 ]]"
4357,YouTube,"@aliwehr ""Well, the only challenge is to try to make it great.  Keep working on it til it's great or scrap it."" - @johnlegend",aliwehr well challenge try make great keep working til great scrap johnlegend,"[[0.01057167 0.01230787 0.01061333 0.0254331  0.01634368 0.00377222
  0.92095816]]"
4358,katyperry,Get tickets first HERE! http://t.co/EO2zDnwKvs #THEPRISMATICWORLDTOUR,get tickets first httptcoeo2zdnwkvs theprismaticworldtour,"[[3.8591325e-01 3.6336342e-01 1.5053320e-01 4.6266807e-05 1.0010361e-01
  4.0226139e-05 1.5482481e-08]]"
4359,Cristiano,Here are some of my favourite pieces from CR7 collection! Check it out! http://t.co/Vlium7wLni http://t.co/XB43EvaDLV http://t.co/U0btfiZ1ex,favourite pieces cr7 collection check httptcovlium7wlni httptcoxb43evadlv httptcou0btfiz1ex,"[[3.5889378e-01 3.4942436e-01 1.0826888e-01 5.6179445e-03 1.7446283e-01
  3.2703900e-03 6.1772109e-05]]"
4360,britneyspears,I always had so much fun with the boa &amp; handcuffs on the Femme Fatale Tour every night! You guys remember right?! http://t.co/NltMddNc2X,always much fun boa amp handcuffs femme fatale tour every night guys remember right httptconltmddnc2x,"[[1.7689521e-04 2.5919589e-04 1.6210169e-03 4.8676860e-02 1.5790061e-03
  1.6186417e-03 9.4606841e-01]]"
4361,jtimberlake,HEART BREAKER. Proud of how our guys battled at the end. Tim Howard... WOW. #BeastMode #USMNT 🙌,hea breaker proud guys battled end tim howard wow beastmode usmnt 🙌,"[[3.9716038e-01 3.6925417e-01 1.3883455e-01 6.7407811e-05 9.4605848e-02
  7.7594355e-05 6.9977446e-08]]"
4362,Cristiano,Wanna save big on my CR7 blankets this Christmas? Shop https://t.co/IBoUpzdSOB to save 25% with promo code CHRISTMA… https://t.co/y1138PUVuS,wanna save big cr7 blankets christmas shop httpstcoiboupzdsob save 25 promo code christma… httpstcoy1138puvus,"[[0.01406525 0.01618418 0.01271975 0.02699782 0.02000086 0.00434355
  0.9056886 ]]"
4363,taylorswift13,Getting to play 'Dreams' with @Beck and @st_vincent is something I'll remember forever. I can't even express it. http://t.co/haLQzBxpbg,getting play dreams beck stvincent something ill remember forever cant even express httptcohalqzbxpbg,"[[0.0395298  0.04685954 0.08286959 0.57945377 0.11349805 0.07983495
  0.05795423]]"
4364,Twitter,Woah! “@philipjohn: @twitter #TwitterStories: Police live-tweet a drugs raid http://t.co/jSbmBbA”,woah “philipjohn twitter twitterstories police livetweet drugs raid httptcojsbmbba”,"[[3.8257071e-01 3.6152840e-01 1.2833236e-01 4.5969928e-04 1.2673488e-01
  3.7278241e-04 1.1047300e-06]]"
4365,jimmyfallon,"Okay, @millionseconds I got the app and I’m good at it. But does knowing @RyanSeacrest make me ineligible? #MSQ #ithinkthisshowwillwork",okay millionseconds got app i’m good knowing ryanseacrest make ineligible msq ithinkthisshowwillwork,"[[0.00254595 0.00313812 0.00424765 0.0183591  0.00590955 0.00183372
  0.96396595]]"
4366,Twitter,@scorpiusphan ~ Twitter replied to your Tweet.,scorpiusphan twitter replied tweet,"[[0.33153427 0.32463092 0.09987715 0.03324516 0.18481764 0.02150985
  0.00438498]]"
4367,rihanna,My #RihannaXStance Summer collection is here!!!!! Available right now —&gt; https://t.co/5VPFQZgFHJ https://t.co/wbmPzZTjT3,rihannaxstance summer collection available right —gt httpstco5vpfqzgfhj httpstcowbmpzztjt3,"[[0.03192061 0.0398722  0.09023517 0.64155877 0.12902893 0.05423819
  0.01314612]]"
4368,TheEllenShow,"It's not every day I get to tell someone they're the #SexiestManAlive, but when I told @TheRock, I meant it. https://t.co/ln0XkFsOpi",every day get tell someone theyre sexiestmanalive told therock meant httpstcoln0xkfsopi,"[[0.01256278 0.01581111 0.04612524 0.72779137 0.05735678 0.06425814
  0.07609446]]"
4369,Twitter,@simonpjbest Thanks! We're so glad you're here. #Cats #LoveTwitter https://t.co/OA0ZfaCnYd,simonpjbest thanks glad youre cats lovetwitter httpstcooa0zfacnyd,"[[0.00183561 0.00256472 0.01551455 0.5427321  0.01572492 0.02386294
  0.39776513]]"
4370,britneyspears,The most beautiful flowers I've ever seen! Thank you @CelineDion!! http://t.co/YHBoeClZK7,beautiful flowers ive ever seen thank celinedion httptcoyhboeclzk7,"[[3.7138376e-01 3.5634661e-01 1.0908358e-01 3.6154452e-03 1.5690815e-01
  2.6153482e-03 4.7149388e-05]]"
4371,instagram,“My shield was a waiting tray and my helmet was a cooking bowl.” —21st Century Man of La Mancha https://t.co/2fjEtB6LfO,“my shield waiting tray helmet cooking bowl” —21st century man la mancha httpstco2fjetb6lfo,"[[0.1520289  0.17744091 0.16778213 0.17515343 0.30245423 0.02396508
  0.00117533]]"
4372,shakira,Rock and roll baby!! Shak http://t.co/r2G9YAADQf,rock roll baby shak httptcor2g9yaadqf,"[[0.00180995 0.0022612  0.0034044  0.01691221 0.00462428 0.00153859
  0.9694493 ]]"
4373,KimKardashian,Sorryyyyyy!!!! I'm not sure why my phone keeps following people on Twitter! My daughter presses all kind of buttons! LOL,sorryyyyyy im sure phone keeps following people twitter daughter presses kind buttons lol,"[[0.01195248 0.0146673  0.02421936 0.151602   0.03294532 0.01575407
  0.7488594 ]]"
4374,ladygaga,"@LabOfHookers because the boxer has wounds in his eyes, fighting for my love!",labofhookers boxer wounds eyes fighting love,"[[8.3275384e-04 1.0768904e-03 2.1484490e-03 1.5302210e-02 2.7322685e-03
  1.1100874e-03 9.7679740e-01]]"
4375,jimmyfallon,"The legendary @PhilCollinsFeed performed ""In the Air Tonight"" on the show last night! (Nailed the drums @questlove!) https://t.co/S9tKtpwuGc",legendary philcollinsfeed performed air tonight show last night nailed drums questlove httpstcos9tktpwugc,"[[3.3664319e-01 3.3470067e-01 1.1848521e-01 5.3817439e-03 2.0280099e-01
  1.9733370e-03 1.4953330e-05]]"
4376,KimKardashian,#TBT NEW ORLEANS https://t.co/tV4XdkaKps https://t.co/hPrIM1Qs2b,tbt new orleans httpstcotv4xdkakps httpstcohprim1qs2b,"[[3.2163340e-01 3.2582128e-01 1.2123220e-01 7.1601341e-03 2.2198188e-01
  2.1561228e-03 1.4942727e-05]]"
4377,TheEllenShow,"Happy birthday to my friend @HowardStern. I know you’re still a kid at heart. A hilarious, fearless, dirty kid.",happy bihday friend howardstern know you’re still kid hea hilarious fearless diy kid,"[[0.00661633 0.0078508  0.00786611 0.02293766 0.01171094 0.00298224
  0.94003594]]"
4378,TheEllenShow,".@OctaviaSpencer had a dream to be on a game show. I say ""had,"" because I made it come true. https://t.co/UihCfgTReK",octaviaspencer dream game show say made come true httpstcouihcfgtrek,"[[0.0217846  0.02666288 0.05754614 0.57518286 0.07515069 0.06034387
  0.18332896]]"
4379,selenagomez,☺️ @zooeydeschanel reesewitherspoon @tennessebunny we ladies http://t.co/vVfu4klGJO,☺️ zooeydeschanel reesewitherspoon tennessebunny ladies httptcovvfu4klgjo,"[[3.39997232e-01 3.39059323e-01 1.08150445e-01 9.34329629e-03
  1.99258208e-01 4.11300920e-03 7.85059819e-05]]"
4380,KimKardashian,@KimKanyeKimYeFC it's just a temp closet wait for the real one LOL,kimkanyekimyefc temp closet wait real one lol,"[[0.00134945 0.00176742 0.00442284 0.04384442 0.00537555 0.00291572
  0.94032466]]"
4381,instagram,Letting go of labels with @BalancedBlondie #NEDAwareness https://t.co/XrU2tHa5vi https://t.co/hOIjrFvRc0,letting go labels balancedblondie nedawareness httpstcoxru2tha5vi httpstcohoijrfvrc0,"[[0.04920816 0.05674947 0.06086231 0.21287218 0.09069845 0.03428528
  0.49532416]]"
4382,Cristiano,Do you have Instagram? Search for @cristiano and stay tuned for more photos.,instagram search cristiano stay tuned photos,"[[0.03114453 0.03721355 0.05752024 0.34486145 0.07991777 0.04293516
  0.40640724]]"
4383,britneyspears,"9:34pm ET on the @CW_network, 9:40pm on @VEVO RT @Jamybitch WHAT TIME IS THE PREMIERE??? #WorkBxxchVideoTomorrow",934pm et cwnetwork 940pm vevo  jamybitch time premiere workbxxchvideotomorrow,"[[3.5130346e-01 3.4480238e-01 1.0785492e-01 7.1470249e-03 1.8515310e-01
  3.6690994e-03 7.0141410e-05]]"
4384,ladygaga,Back to love. ❤️🔫 https://t.co/Gq4PBUf8Wi,back love ❤️🔫 httpstcogq4pbuf8wi,"[[3.5605526e-01 3.4806898e-01 1.1920680e-01 2.7048509e-03 1.7258610e-01
  1.3683876e-03 9.6252015e-06]]"
4385,ArianaGrande,sometimesss #dangerouswomantour @tiffanyandco https://t.co/wgWcSJTjtc,sometimesss dangerouswomantour tiffanyandco httpstcowgwcsjtjtc,"[[0.02075433 0.02353882 0.01659115 0.03031259 0.02671647 0.00542536
  0.8766613 ]]"
